,Model1,Model2,Prompt1,Prompt2,Processor1,Processor2,Kappa
191,codellama:13b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.04088146473315224
192,codellama:13b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.06045522122602365
193,codellama:13b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.004012902859935941
194,codellama:13b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.006602843897276611
195,deepseek-coder:6.7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.01351277422178454
196,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.00537181834749334
197,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.024886416277988932
198,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.027707606961167253
199,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.03380569788173626
200,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.022882868172752868
201,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.012160051948855166
202,deepseek-coder:6.7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0120777572651668
203,deepseek-coder:6.7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.006594545604762914
204,deepseek-coder:6.7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.004768944045893342
205,deepseek-coder:6.7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.00850104531371998
206,deepseek-coder:6.7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.01723016313692738
207,deepseek-coder:6.7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.019063599440796608
208,deepseek-coder:6.7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.03848277057699068
209,deepseek-coder:6.7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.009136494720373589
210,deepseek-coder:6.7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.015973187483468543
211,deepseek-coder:6.7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.012499404628249944
212,deepseek-coder:6.7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.022421780989727802
213,deepseek-coder:6.7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.011510469173912297
214,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.002715214233877772
215,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.005199842654366238
216,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0005158142961629864
217,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.0028730707404683864
218,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.004168041140982348
219,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.00989502028474687
220,deepseek-coder:6.7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.010371018078817573
221,deepseek-coder:6.7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.0010082507740083457
222,deepseek-coder:6.7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.016394325843356317
223,deepseek-coder:6.7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0075619105220010585
224,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0018739618325712692
225,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.020731588990588357
226,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.01451140927330008
227,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.010886879337013378
228,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0024158806740236516
229,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.02299327820941577
230,deepseek-coder:6.7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.002821604690594448
231,deepseek-coder:6.7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.008944969433910765
232,deepseek-coder:6.7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.005321318042358358
233,deepseek-coder:6.7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.0013580985879659835
234,deepseek-coder:6.7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0237563051001497
235,deepseek-coder:6.7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.010801254927453319
236,deepseek-coder:6.7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.015564210801166323
237,deepseek-coder:6.7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.007634642843093786
238,deepseek-coder:6.7b,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.005905181489473832
239,deepseek-coder:6.7b,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.016163855392363313
240,deepseek-coder:6.7b,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.003691612075482631
241,deepseek-coder:6.7b,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.016001895959236956
242,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.007274140571264631
243,deepseek-coder:6.7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.009885694014463486
244,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.018402564657361342
245,deepseek-coder:6.7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.03088158942231134
246,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.004316292101920749
247,deepseek-coder:6.7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.0088163516265084
248,deepseek-coder:6.7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.014162092999764342
249,deepseek-coder:6.7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.00840290001269528
250,deepseek-coder:6.7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0005769279235157132
251,deepseek-coder:6.7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.0003176763308589958
252,codegemma:7b-instruct,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.016272299768604892
253,codegemma:7b-instruct,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.004347077226816598
254,codegemma:7b-instruct,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.012593079042733879
255,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.003613495084778484
256,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.051828490730644994
257,codegemma:7b-instruct,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.02871063703026633
258,codegemma:7b-instruct,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.03548367389138485
259,codegemma:7b-instruct,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.041706287128206565
260,codegemma:7b-instruct,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.0012107677704054076
261,codegemma:7b-instruct,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.09466907114705148
262,codegemma:7b-instruct,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.025733745144028708
263,codegemma:7b-instruct,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.04708490211187111
264,codegemma:7b-instruct,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.02867560950439496
265,codegemma:7b-instruct,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0652224490557558
266,codegemma:7b-instruct,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.023697719782629578
267,codegemma:7b-instruct,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.002289184769913799
268,codegemma:7b-instruct,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.038299023270438104
269,codegemma:7b-instruct,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.000989351354118706
270,codegemma:7b-instruct,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.009898152480099953
271,codegemma:7b-instruct,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.053418445107749735
272,codegemma:7b-instruct,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.010282410724807622
273,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0025586086493515348
274,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.011392376731797937
275,codegemma:7b-instruct,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.009712016285699843
276,codegemma:7b-instruct,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.006828412777412973
277,codegemma:7b-instruct,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.036363636363636376
278,codegemma:7b-instruct,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0023506488205604636
279,codegemma:7b-instruct,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.012412418908833267
280,codegemma:7b-instruct,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.007307488050982469
281,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.016778772084683702
282,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.0013925866223456485
283,codegemma:7b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0019076591025930512
284,codegemma:7b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.02480628814574848
285,codegemma:7b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.0012461133730192753
286,codegemma:7b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.008671514402571079
287,codegemma:7b-instruct,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.04324898816992506
288,codegemma:7b-instruct,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.004935804651440723
289,codegemma:7b-instruct,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.009059896172139204
290,codegemma:7b-instruct,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.03250946236607666
291,codegemma:7b-instruct,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.01981375555213949
292,codegemma:7b-instruct,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.01032743575374262
293,codegemma:7b-instruct,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.005607760493233971
294,codegemma:7b-instruct,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.033840958160155754
295,codegemma:7b-instruct,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.000848156860333571
296,codegemma:7b-instruct,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.02531985691600247
297,codegemma:7b-instruct,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.014421041963503245
298,codegemma:7b-instruct,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.02606539093098381
299,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-9.415457041983544e-05
300,codegemma:7b-instruct,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.026017372376555548
301,codegemma:7b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.025854723769635046
302,codegemma:7b-instruct,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.004367606033210403
303,codegemma:7b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0009396324849537674
304,codegemma:7b-instruct,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.004704920028847814
305,qwen2.5:7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.016899158114668578
306,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.004258730561259139
307,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.06009558226954348
308,qwen2.5:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.02021910056332832
309,qwen2.5:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.02545406129337957
310,qwen2.5:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.0042390682594424245
311,qwen2.5:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.027428763651712984
312,qwen2.5:7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.11087265199059171
313,qwen2.5:7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.009184948512720004
314,qwen2.5:7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.03768006775842392
315,qwen2.5:7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.009418628524500372
316,qwen2.5:7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.08295588879303462
317,qwen2.5:7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.042944928431102425
318,qwen2.5:7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.01184230757155813
319,qwen2.5:7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.07633439135354014
320,qwen2.5:7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0023731379348420623
321,qwen2.5:7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.02882961214290858
322,qwen2.5:7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.060087312495074485
323,qwen2.5:7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.019924332238483
324,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0018774638712248937
325,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.004614625811539819
326,qwen2.5:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0006407696511649963
327,qwen2.5:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.03316283233550865
328,qwen2.5:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0038416904713323152
329,qwen2.5:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.015127692303953832
330,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.03342970780934951
331,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.0067779324822565545
332,qwen2.5:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.0075848039490518104
333,qwen2.5:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.010194945503599229
334,qwen2.5:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.011361461689129992
335,qwen2.5:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.03484160470476527
336,qwen2.5:7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.02168984882223135
337,qwen2.5:7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.00015075319244461927
338,qwen2.5:7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.007463205663392425
339,qwen2.5:7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0129169898095991
340,qwen2.5:7b,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0006777457346972549
341,qwen2.5:7b,codellama:13b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.01501340482573732
342,qwen2.5:7b,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.016954743163250185
343,qwen2.5:7b,deepseek-coder:6.7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.02615341473882249
344,qwen2.5:7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.007534849887722905
345,qwen2.5:7b,codegemma:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0005466327837795326
346,qwen2.5:7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.0014835498907830313
347,qwen2.5:7b,qwen2.5:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.015467033315788692
348,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0012780522784753279
349,qwen2.5:7b,qwen2.5-coder:7b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.006059374245753979
350,qwen2.5:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.014206120236315622
351,qwen2.5:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.01053777905896669
352,qwen2.5:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.023805975611154162
353,qwen2.5:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,-0.016279191854758235
354,qwen2.5-coder:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.13685129339915392
355,qwen2.5-coder:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.02627108566769132
356,qwen2.5-coder:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.01847858637499966
357,qwen2.5-coder:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.007433301341749687
358,qwen2.5-coder:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,0.023766118196796637
359,qwen2.5-coder:7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.09939423584175366
360,qwen2.5-coder:7b,magicoder:7b-s-cl,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.03542132607276316
361,qwen2.5-coder:7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.09880140713538421
362,qwen2.5-coder:7b,codellama:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.08408776398883999
363,qwen2.5-coder:7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.150353872677067
364,qwen2.5-coder:7b,codellama:13b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.13823470612676192
365,qwen2.5-coder:7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.10838177651045211
366,qwen2.5-coder:7b,deepseek-coder:6.7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.01862144473156091
367,qwen2.5-coder:7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.10317860393474765
368,qwen2.5-coder:7b,codegemma:7b-instruct,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.040745633595023034
369,qwen2.5-coder:7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.0030678750020474155
370,qwen2.5-coder:7b,qwen2.5:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.03593880884861678
371,qwen2.5-coder:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.034634131340621654
372,qwen2.5-coder:7b,qwen2.5-coder:7b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.012970958478049854
373,qwen2.5-coder:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,0.05162696325242344
374,qwen2.5-coder:7b,yi-coder:9b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,0.042258255113340915
375,qwen2.5-coder:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-clone_type-patch,defaultpatch,method,-0.00565490132313351
376,qwen2.5-coder:7b,hermes3:8b,llm4cc-clone_type-patch,llm4cc-integrated-patch,defaultpatch,method,-0.0347607392615048
377,qwen2.5-coder:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,0.05297171932420541
378,qwen2.5-coder:7b,yi-coder:9b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.010943020822613114
379,qwen2.5-coder:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,defaultpatch,-0.0003506609153987039
380,qwen2.5-coder:7b,hermes3:8b,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,defaultpatch,-0.02350417515944514
381,qwen2.5-coder:7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.2941052054864336
382,qwen2.5-coder:7b,magicoder:7b-s-cl,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.07312384577962716
383,qwen2.5-coder:7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-clone_type-patch,defaultpatch,method,0.07756144985518754
384,qwen2.5-coder:7b,codellama:7b-instruct,llm4cc-integrated-patch,llm4cc-integrated-patch,defaultpatch,method,0.033079577252054904
