,Processor,Prompt,Model,Recall_type-1,Recall_type-2,Recall_type-3,Recall_type-4
0,defaultpatch,llm4cc-clone_type-patch,deepseek-coder:6.7b,0.3807142857142857,0.2307142857142857,0.34,0.04857142857142857
1,defaultpatch,llm4cc-integrated-patch,deepseek-coder:6.7b,0.5028571428571429,0.3921428571428571,0.04642857142857143,0.05857142857142857
